"PatronID","BIBID","YEAR"
"1060345","1221452","2019"
"1055911","1266995","2019"
"112535","1184741","2019"
"1047102","1324498","2019"
"1050293","1336878","2019"
"1041518","1164146","2019"
"1041518","1354022","2019"
"1052024","1218050","2019"
"1041860","1172801","2019"
"1041860","1237794","2019"
"1059725","1219024","2019"
"1059725","1219024","2019"
"1060373","1162987","2019"
"1048232","1288009","2019"
"1048232","1168679","2019"
"1048232","1353840","2019"
"1042502","1052201","2019"
"1042502","1026276","2019"
"1049098","1200966","2019"
"1057547","1126842","2019"
"1052136","1351538","2019"
"120174","1349785","2019"
"120174","1356992","2019"
"120174","1354375","2019"
"1053302","1267688","2019"
"1053302","1350072","2019"
"1042711","1324151","2019"
"1043094","1339284","2019"
"135656","1311352","2019"
"1057770","1348293","2019"
"1048994","1357039","2019"
"1054379","1266682","2019"
"1057922","1116042","2019"
"1057922","1291044","2019"
"1059107","1341371","2019"
"1059107","1360402","2019"
"1059107","1332548","2019"
"1059107","1361695","2019"
"1048295","1240213","2019"
"1043012","1131977","2019"
"1044729","1064121","2019"
"1044729","1289260","2019"
"1045617","1190348","2019"
"1045617","1209340","2019"
"1042327","1117782","2019"
"1041208","1354810","2019"
